证券代码,证券简称,营收区域结构
603068.SH,博通集成,大陆以外:75.73%;中国大陆:24.27%
603069.SH,海汽集团,NaN
603076.SH,乐惠国际,国外:58.16%;国内:40.82%;其他业务(地区):1.02%
603077.SH,和邦生物,四川:49.94%;国内(除西南地区):41.45%;西南地区(除四川):18.76%;国外:12.46%;其他业务(地区):0.25%;内部抵减(地区):-22.85%
603078.SH,江化微,华东:58.57%;其他地区:38.85%;其他业务(地区):2.58%
603079.SH,圣达生物,境外:54.29%;境内:45.39%;其他业务(地区):0.32%
603080.SH,新疆火炬,喀什市:88.25%;克州地区:9.79%;其他业务(地区):1.96%
603081.SH,大丰实业,国内:96.35%;国外:3.41%;其他业务(地区):0.24%
603083.SH,剑桥科技,国外:72.42%;国内:27.23%;其他业务(地区):0.35%
603085.SH,天成自控,其他业务(地区):31.84%;英国:31.11%
603086.SH,先达股份,直接出口:56.34%;国内销售:26.8%;间接出口:15.96%;其他业务(地区):0.9%
603087.SH,甘李药业,北部地区:45.49%;中西部地区:35.33%;南部地区:15%;国外地区:4.18%
603088.SH,宁波精达,内销:59.93%;外销:36.59%;其他业务(地区):3.48%
603089.SH,正裕工业,境外:83.79%;境内:16.15%;其他业务(地区):0.06%
603090.SH,宏盛股份,外销:54.93%;内销:43.59%;其他业务(地区):1.48%
603093.SH,南华期货,浙江:1.27%;港澳台及海外:0.4%;北京:0.32%;上海:0.13%;广东:0.07%;甘肃:0.02%;江苏:0.02%;辽宁:0.02%;河南:0.01%;黑龙江:0.01%;江西:0.01%;山东:0.01%;四川:0.01%;重庆:0.01%
603095.SH,越剑智能,华东地区:95.25%;华南地区:1.92%;华北地区:0.83%;其他业务(地区):0.82%;境外:0.55%;华中地区:0.39%;西北地区:0.19%;东北地区:0.06%
603096.SH,新经典,国内:96.11%;国外:3.77%;其他业务(地区):0.11%
603098.SH,森特股份,华南:23.36%;西南:21.28%;华北:16.72%;西北:14.34%;华东:11.62%;华中:8.81%;东北:3.62%;国外:0.24%;其他业务(地区):0.01%
603099.SH,长白山,NaN
603100.SH,川仪股份,南方地区:70.94%;北方地区:25.88%;国外:3.18%
603101.SH,汇嘉时代,乌鲁木齐:45.77%;昌吉:20.23%;库尔勒:17.76%;克拉玛依:8.14%;五家渠:4.34%;石河子:1.04%;阿克苏:0.81%;哈密:0.67%;其他业务(地区):0.62%;奇台:0.62%
603103.SH,横店影视,国内:96.66%;其他业务(地区):3.34%
603105.SH,芯能科技,浙江:79.17%;福建:5.77%;江苏:4.67%;国外:3.85%;香港:2.27%;山东:1.64%;其他业务(地区):0.99%;江西:0.75%;安徽:0.66%;湖南:0.18%;河北:0.07%
603106.SH,恒银科技,国内:99.59%;其他业务(地区):0.25%;境外:0.16%
603108.SH,润达医疗,华东:57.91%;东北:14.99%;华北:13.71%;华中:8.57%;西南:3.29%;其他地区:1.45%;其他业务(地区):0.08%
603109.SH,神驰机电,国外地区:61.12%;国内地区:37.52%;其他业务(地区):1.36%
603110.SH,东方材料,内销:97.78%;其他业务(地区):2.22%
603111.SH,康尼机电,国内:73.01%;其他业务(地区):20.04%;国外:6.95%
603112.SH,华翔股份,华东地区:29.07%;华南地区:17.88%;华中地区:12.58%;华北地区:9.27%;意大利:7.39%;法国:4.81%;美国:3.73%;东北地区:3.12%;欧洲其他:2.89%;西南地区:2.62%;波兰:1.53%;芬兰:1.53%;韩国:1.34%;墨西哥:0.64%;其他业务(地区):0.41%;其他地区:0.25%;土耳其:0.25%;泰国:0.23%;西北地区:0.19%;加拿大:0.18%;日本:0.1%
603113.SH,金能科技,国内:80.31%;其他业务(地区):10.22%;国外:9.47%
603115.SH,海星股份,境内:85.75%;境外:14.25%
603116.SH,红蜻蜓,华东:53.37%;华南:14.33%;西南:10.32%;华中:9.78%;其他业务(地区):5.7%;西北:3.29%;华北:2.68%;东北:0.54%
603117.SH,万林物流,来源于本国的对外交易收入:95.15%;国外:4.85%
603118.SH,共进股份,出口销售:52.7%;国内销售:45.95%;其他业务(地区):1.35%
603121.SH,华培动力,国外:61.24%;国内:38.62%;其他业务(地区):0.13%
603123.SH,翠微股份,北京:100%
603126.SH,中材节能,境内:77.86%;境外:22.14%
603127.SH,昭衍新药,境内:92.85%;境外:6.94%;其他业务(地区):0.21%
603128.SH,华贸物流,中国大陆:81.96%;港澳台及海外:18.04%
603129.SH,春风动力,国内:35.86%;欧洲:28.43%;北美:24.45%;亚洲:3.94%;南美:3.17%;其他业务(地区):2.02%;大洋洲:1.53%;非洲:0.6%
603131.SH,上海沪工,出口销售:51.36%;国内销售:47.04%;其他业务(地区):1.6%
603133.SH,碳元科技,境内:78.33%;境外:20.73%;其他业务(地区):0.94%
603136.SH,天目湖,NaN
603138.SH,海量数据,华南:43.19%;华北:23.66%;华东:20.94%;西南:4.74%;东北:3.53%;华中:2.29%;西北:1.49%;其他业务(地区):0.16%
603139.SH,康惠制药,西北地区:46.09%;华北地区:14.99%;华东地区:13.06%;华中地区:9.49%;华南地区:8.58%;西南地区:3.83%;东北地区:3.67%;其他业务(地区):0.29%
603155.SH,新亚强,华东地区:28.74%;日本:11.38%;美国:11.12%;华南地区:10.21%;德国:9.57%;华中地区:7.48%;泰国:6.9%;印度:3.46%;西北地区:2.36%;法国:2.33%;华北地区:2.04%;韩国:1.44%;其他业务(地区):1.29%;西南地区:0.77%;东北地区:0.68%;港澳台地区:0.22%
603156.SH,养元饮品,华东:32.46%;华中:27.35%;西南:18.21%;华北:15.23%;东北:2.84%;华南:2.46%;西北:1.39%;其他业务(地区):0.04%
603157.SH,*ST拉夏,华东地区:26.56%;华中地区:13.4%;海外地区:13%;华北地区:11.84%;华南地区:11.44%;西南地区:11.06%;西北地区:6.45%;东北地区:6.25%
603158.SH,腾龙股份,国内:73.78%;国外:23.08%;其他业务(地区):3.14%
603159.SH,上海亚虹,国内:97.61%;其他业务(地区):1.38%;国外地区:1.01%
603160.SH,汇顶科技,境内:85.72%;境外:14.19%;其他业务(地区):0.09%
603161.SH,科华控股,国外:53.2%;华东:38.09%;境内华东以外地区:8.39%;其他业务(地区):0.32%
603165.SH,荣晟环保,浙江:68.5%;江苏:15.89%;上海:11.64%;其他地区:3.58%;其他业务(地区):0.39%
603166.SH,福达股份,华南:30.15%;华东:21.52%;华中:21.19%;西北:11.85%;其他业务(地区):6.32%;西南:3.71%;国外:2.59%;华北:2.49%;东北:0.17%
603167.SH,渤海轮渡,NaN
603168.SH,莎普爱思,华东:35.29%;华中:15.53%;东北:13.66%;华南:10.45%;西南:10.23%;华北:7.34%;西北:7.23%;其他业务(地区):0.27%
603169.SH,兰石重装,国内:97.18%;其他业务(地区):2.12%;国外:0.69%
603177.SH,德创环保,华东:35.02%;华南:20.37%;华北:18.64%;西北:7.63%;境外:5.32%;东北:4.76%;华中:4.54%;西南:3.73%
603178.SH,圣龙股份,境外:51.15%;境内:42.36%;其他业务(地区):6.49%
603179.SH,新泉股份,华东:60.42%;其他业务(地区):15.06%;华北:6.95%;华中:6.72%;东北:4.53%;西南:3.21%;西北:2.08%;华南:1.01%;东南亚地区:0.01%
603180.SH,金牌厨柜,境内:95.97%;外销:2.6%;其他业务(地区):1.44%
603181.SH,皇马科技,国内销售:86.72%;境外:13.09%;其他业务(地区):0.19%
603183.SH,建研院,中国大陆:99.99%;其他业务(地区):0.01%
603185.SH,上机数控,境内:99.11%;其他业务(地区):0.74%;境外:0.16%
603186.SH,华正新材,中国大陆:76.69%;国外:21.92%;其他业务(地区):1.39%
603187.SH,海容冷链,内销收入:62.85%;出口销售:32.29%;其他业务(地区):4.86%
603188.SH,ST亚邦,港澳台及海外:30.27%;江苏:27.76%;其他省市:17.13%;浙江:16.09%;上海:4.21%;其他业务(地区):2.94%;福建:1.59%
603189.SH,网达软件,华东:81.73%;西南:6.77%;华北:5.05%;华南:4.58%;西北:1.46%;华中:0.42%
603192.SH,汇得科技,江苏:22.27%;福建:21.81%;浙江:19.78%;上海:19%;其他业务(地区):5.78%;其他(地区):5.55%;安徽:4.22%;外销:1.61%
603195.SH,公牛集团,境内:98%;境外:1.89%;其他业务(地区):0.11%
603196.SH,日播时尚,华北:22.4%;华东:21.94%;华中:14.73%;华南:11%;网络:10.14%;东北:7.26%;西南:5.18%;西北:4.48%;其他业务(地区):2.87%
603197.SH,保隆科技,境外:70.67%;境内收入:27.01%;其他业务(地区):2.33%
603198.SH,迎驾贡酒,安徽省:56.23%;其他省区:36.58%;其他业务(地区):7.19%
603199.SH,九华旅游,池州市:99.28%;其他业务(地区):0.72%
603200.SH,上海洗霸,华东地区:40.05%;华北地区:25.99%;西南地区:17.93%;华南地区:8.17%;西北地区:3.18%;华中地区:2.89%;海外地区:0.96%;东北地区:0.83%
603203.SH,快克股份,国内:86.18%;出口:13.28%;其他业务(地区):0.54%
603208.SH,江山欧派,内销:90.71%;其他业务(地区):6.1%;出口:3.2%
603212.SH,赛伍技术,江苏:44.32%;外销:18.69%;浙江:8.92%;安徽:5.75%;江西:4.14%;河北:4.06%;上海:3.92%;河南:2.76%;山西:2.36%;广东:1.7%;辽宁:1.34%;北京:0.87%;湖南:0.58%;华东地区-其他:0.21%;宁夏:0.2%;陕西:0.08%;西北地区-其他:0.08%;四川:0.02%;重庆:0.02%
603214.SH,爱婴室,上海:47.55%;浙江:16.65%;福建:14.34%;江苏:14.08%;其他业务(地区):5.87%;重庆:1.5%;深圳:0.01%
603217.SH,元利科技,内销:65.2%;港澳台及海外:34.79%;其他业务(地区):0.01%
603218.SH,日月股份,内销:86.09%;外销:12.79%;其他业务(地区):1.12%
603220.SH,中贝通信,华南地区:24.58%;华北地区:24.21%;华中地区:21.81%;西北地区:15.12%;华东地区:7.47%;境外地区:5.91%;其他业务(地区):0.89%
603221.SH,爱丽家居,境外:99.08%;境内:0.8%;其他业务(地区):0.12%
603222.SH,济民制药,国内:80.75%;国外:18.59%;其他业务(地区):0.66%
603223.SH,恒通股份,山东省外:58.78%;山东省内:41.11%;其他业务(地区):0.1%
603225.SH,新凤鸣,内销:80.66%;其他业务(地区):11.8%;外销:7.54%
603226.SH,菲林格尔,国内:97.79%;其他业务(地区):2.21%
603227.SH,雪峰科技,新疆:94.57%;中国新疆地区以外:4.94%;其他业务(地区):0.49%
603228.SH,景旺电子,内销:57.25%;外销:40.87%;其他业务(地区):1.88%
603229.SH,奥翔药业,国外:74.35%;国内:25.45%;其他业务(地区):0.2%
603232.SH,格尔软件,华北地区:38.93%;华东地区:32.22%;西南地区:7.63%;东北地区:6.73%;华中地区:6.42%;西北地区:4.63%;华南地区:3.44%
603233.SH,大参林,华南地区:84.94%;华中地区:7.37%;华东地区:3.92%;其他业务(地区):2.33%;东北华北及西北地区:1.44%
603236.SH,移远通信,境内:60.14%;境外:39.86%
603238.SH,诺邦股份,华东地区:24.04%;亚洲:19.27%;北美:16.37%;欧洲:11.81%;华南地区:11.77%;大洋洲:6.05%;南美:3.81%;华北地区:2.65%;华中地区:2.04%;非洲:1.11%;其他业务(地区):0.5%;西南地区:0.33%;东北地区:0.12%;西北地区:0.12%
603239.SH,浙江仙通,国内:98.29%;其他业务(地区):1.71%
603256.SH,宏和科技,大陆:90.86%;港澳台及海外:9.14%
603258.SH,电魂网络,境内收入:90.86%;境外收入:8.07%;其他业务(地区):1.06%
603259.SH,药明康德,境外:76.97%;中国:22.87%;其他业务(地区):0.16%
603260.SH,合盛硅业,内销:95.39%;外销:4.02%;其他业务(地区):0.58%
603266.SH,天龙股份,内销:84.29%;境外:14.41%;其他业务(地区):1.3%
603267.SH,鸿远电子,国内:99.63%;其他业务(地区):0.37%
603268.SH,松发股份,港澳台地区及海外地区:64.62%;境内:35.38%
603269.SH,海鸥股份,境内:59.58%;境外:40.3%;其他业务(地区):0.12%
603277.SH,银都股份,境外:80.15%;境内:17.76%;其他业务(地区):2.09%
603278.SH,大业股份,山东省:48.35%;港澳台及海外:16.03%;浙江省:13.39%;其他地区:8%;河北省:5.7%;江苏省:4.67%;河南省:3.19%;其他业务(地区):0.66%
603279.SH,景津环保,内销:94.57%;外销:5.21%;其他业务(地区):0.22%
603283.SH,赛腾股份,境外:55.79%;境内:44.01%;其他业务(地区):0.21%
603286.SH,日盈电子,内销:90.94%;外销:6.61%;其他业务(地区):2.45%
603288.SH,海天味业,北部区域:25.26%;南部区域:20.09%;东部区域:19.75%;中部区域:18.91%;西部区域:10.76%;其他业务(地区):5.23%
603289.SH,泰瑞机器,内销:64.23%;外销:35.75%;其他业务(地区):0.01%
603290.SH,斯达半导,亚洲地区:95.79%;其他业务(地区):4.21%
603297.SH,永新光学,境外销售:56.67%;境内销售:40.54%;其他业务(地区):2.79%
603298.SH,杭叉集团,内销:79.26%;外销:18.35%;其他业务(地区):2.39%
603299.SH,苏盐井神,省外:36.54%;其他业务(地区):32.7%;省内:30.75%
603300.SH,华铁应急,国内:98.43%;其他业务(地区):1.57%
603301.SH,振德医疗,境外:67.32%;境内:32.04%;其他业务(地区):0.64%
603303.SH,得邦照明,出口销售:67.81%;境内:32.1%;其他业务(地区):0.09%
603305.SH,旭升股份,外销:76.3%;内销:22.97%;其他业务(地区):0.72%
603306.SH,华懋科技,国内销售:97.54%;其他业务(地区):1.53%;国外销售:0.94%
603308.SH,应流股份,境外:62.55%;境内:34.36%;其他业务(地区):3.09%
603309.SH,维力医疗,境内:50.41%;境外:48.91%;其他业务(地区):0.67%
603311.SH,金海高科,国外:54.46%;国内:45.24%;其他业务(地区):0.31%
603313.SH,梦百合,外销:80.56%;内销:18.38%;其他业务(地区):1.06%
603315.SH,福鞍股份,东北:56.35%;国外:22.17%;华北:13.35%;华东:5.12%;其他业务(地区):1.57%;华南地区:1.02%;西南:0.44%
603316.SH,诚邦股份,华东:69.44%;华北:25.01%;华中及其他地区:5.49%;其他业务(地区):0.06%
603317.SH,天味食品,西南地区:27.21%;华中地区:21.68%;华东地区:16.93%;东北地区:9.58%;华北地区:9.14%;西北地区:7.75%;华南地区:6.5%;出口:0.62%;其他业务(地区):0.59%
603318.SH,派思股份,国内:82.7%;国外:13.89%;其他业务(地区):3.42%
603319.SH,湘油泵,内销:81.5%;外销:17.66%;其他业务(地区):0.83%
603320.SH,迪贝电气,境内:83.4%;境外:10.65%;其他业务(地区):5.95%
603321.SH,梅轮电梯,华东地区:40.6%;华中地区:18.48%;西北地区:10.22%;华北地区:9.4%;华南地区:7.24%;西南地区:7.1%;东北地区:3.59%;外销:2.8%;其他业务(地区):0.59%
603322.SH,超讯通信,华南:29.37%;华北:26.04%;西部:20.86%;华东:16.77%;华中:6.36%;国外:0.52%;其他业务(地区):0.08%
603323.SH,苏农银行,苏州地区:82.9%;吴江区:74.41%;其他地区:17.1%
603326.SH,我乐家居,华东:50%;华北:13.18%;西南:10.98%;华中:7.83%;西北:6.64%;东北:6.26%;华南:5.06%;外销:0.06%
603327.SH,福蓉科技,内销:62.92%;外销:29.9%;其他业务(地区):7.18%
603328.SH,依顿电子,港澳台及海外:87.3%;内销:12.7%
603329.SH,上海雅仕,华东:42.2%;西南:24.37%;华北:14.75%;华中:9.4%;西北:4.41%;华南:2.82%;其他业务(地区):0.99%;境外:0.76%;东北:0.29%
603330.SH,上海天洋,内销:79.19%;外销:18.89%;其他业务(地区):1.92%
603331.SH,百达精工,国内销售:72.79%;国外销售:24.63%;其他业务(地区):2.58%
603332.SH,苏州龙杰,境内:98.78%;其他业务(地区):1.22%
603333.SH,尚纬股份,华北地区:27.35%;西南地区:21.56%;华东地区:15.7%;华南地区:9.93%;西北地区:9.02%;华中地区:8.36%;其他业务(地区):4.19%;东北地区:3.87%
603335.SH,迪生力,国外:97.07%;其他业务(地区):2.28%;国内:0.65%
603336.SH,宏辉果蔬,国内:77.05%;港澳台及海外:22.93%;其他业务(地区):0.02%
603337.SH,杰克股份,国外:54.87%;国内:44.96%;其他业务(地区):0.18%
603338.SH,浙江鼎力,中国境内:59.62%;中国境外:34.84%;其他业务(地区):5.54%
603339.SH,四方科技,境外地区:62.77%;境内地区:33.85%;其他业务(地区):3.37%
603345.SH,安井食品,华东地区:53.19%;华北地区:11.55%;东北地区:9.38%;华中地区:9.14%;华南地区:8.18%;西南地区:5.93%;西北地区:2.63%
603348.SH,文灿股份,内销:69.16%;出口:30.23%;其他地区:0.6%
603351.SH,威尔药业,华东:61.21%;华中:11.22%;华北:10.56%;华南:6.66%;境外:3.85%;西南:3.73%;东北:1.96%;西北:0.42%;其他业务(地区):0.39%
603353.SH,和顺石油,长沙:87.21%;湖南省其他地市:5.79%;湘潭:4.2%;其他业务(地区):1.16%;株洲:1.15%;省外:0.49%
603355.SH,莱克电气,国外市场:63.14%;国内市场:35.9%;其他业务(地区):0.96%
603356.SH,华菱精工,华东:77.88%;西南:11.76%;华南:8.67%;其他(地区):0.95%;其他业务(地区):0.74%
603357.SH,设计总院,安徽省内:74.81%;安徽省外:25.09%;其他业务(地区):0.1%
603358.SH,华达科技,国内市场:95.9%;其他业务(地区):3.16%;国外市场:0.94%
603359.SH,东珠生态,华中地区:38.11%;华东:29.95%;西南地区:15.98%;华南地区:11.02%;西北地区:3.85%;华北:1.1%
603360.SH,百傲化学,其他业务(地区):33.16%;华东地区:21.7%;亚洲地区:17.71%;欧洲地区:16.84%;北美洲地区:10.59%
603363.SH,傲农生物,福建:20.4%;华中:14.38%;江西:13.72%;华东:12.51%;西南区:12.07%;东北:9.44%;华南:9.24%;华北:4.94%;西北:3.19%;其他业务(地区):0.11%
603365.SH,水星家纺,电商:40.58%;华东:21.04%;西南:10.9%;华北:9.11%;华中:8.7%;东北:3.23%;华南:2.68%;西北:2.5%;其他业务(地区):0.83%;国外销售:0.43%
603366.SH,日出东方,境内:87.63%;其他业务(地区):7.11%;海外:5.26%
603367.SH,辰欣药业,华东:42.49%;华北:11.92%;华中:11.59%;东北:9.77%;华南:7.74%;西南:7.45%;西北:4.82%;其他业务(地区):4.23%;国外:0.28%
603368.SH,柳药股份,其他地区:44.9%;南宁:34.05%;柳州:20.82%;其他业务(地区):0.23%
603369.SH,今世缘,南京地区:26.12%;淮安地区:21.62%;省内苏南:13.03%;盐城地区:12.74%;省内苏中:12.28%;徐州:7.42%;省外销售:6.35%;其他业务(地区):0.45%
603377.SH,东方时尚,北京:76.85%;云南:8.14%;荆州:6.09%;山东:5.1%;石家庄:3.03%;其他业务(地区):0.79%
603378.SH,亚士创能,东部:48.63%;西部:22.81%;中部:21.69%;其他业务(地区):3.63%;东北:3.25%
603379.SH,三美股份,内销:54.58%;外销:43.74%;其他业务(地区):1.68%
603380.SH,易德龙,中国大陆地区:66.15%;外销:33.85%
603383.SH,顶点软件,华东:49.92%;华北:22.3%;华南:14.78%;东北:9.04%;西北地区:2.33%;西南:1.36%;港澳台及海外:0.26%
603385.SH,惠达卫浴,境内:72.28%;海外:26.77%;其他业务(地区):0.94%
603386.SH,广东骏亚,境内销售:77.57%;外销:19.64%;其他业务(地区):2.79%
603387.SH,基蛋生物,中南区:26.46%;华东:22.54%;西北:15.64%;西南:14.71%;东北:8.81%;华北:8.01%;海外:3.41%;其他业务(地区):0.43%
603388.SH,元成股份,华东:85.51%;西北:8.61%;华中:3.71%;其他地区:2.18%
603389.SH,*ST亚振,华东地区:60.36%;华北地区:17.97%;东北地区:5.97%;华南地区:5.32%;华中地区:4.6%;西南地区:2.26%;其他业务(地区):1.88%;西北地区:1.64%
603390.SH,通达电气,华东:33.91%;华南:28.74%;华中:24.85%;西部:8.33%;华北:4.16%
603392.SH,万泰生物,华东地区:30.12%;华北地区:15.61%;西南地区:12.61%;华中地区:11.84%;华南地区:9.6%;西北地区:7.01%;东北地区:5.8%;出口销售:4.72%;其他业务(地区):2.68%
603393.SH,新天然气,山西:50.62%;新疆:49.38%
603396.SH,金辰股份,华东地区:74.67%;国外:11.85%;华北地区:7.1%;东北地区:2.14%;华南地区:2.1%;西北地区:1.34%;其他业务(地区):0.79%;华中地区:0.01%
603398.SH,邦宝益智,国内:88.84%;国外:9.03%;其他业务(地区):2.14%
603399.SH,吉翔股份,影视业务(地区):25.38%;华东区:24.05%;北方区:23.81%;南方区:18.53%;国外销售-转口贸易:6.91%;国外销售-出口业务:0.85%;其他业务(地区):0.47%
603408.SH,建霖家居,美国:61.44%;内销:21.83%;亚洲(中国境内除外):7.15%;欧洲:5.99%;其他境外地区:0.6%;其他业务(地区):0.55%
603416.SH,信捷电气,江苏省:27.66%;广东省:25.95%;其他地区:18.78%;浙江省:17.65%;山东省:9.77%;其他业务(地区):0.19%
603421.SH,鼎信通讯,NaN
603429.SH,集友股份,西南地区:43.97%;华东地区:26.58%;西北地区:21.06%;华北地区:4.43%;中南地区:2.38%;东北地区:0.91%;华南地区:0.34%;其他业务(地区):0.33%
603439.SH,贵州三力,华东地区:27.8%;华中地区:25.34%;西南地区:17.07%;华南地区:11.35%;华北地区:9.58%;东北地区:5.8%;西北地区:3.07%
603444.SH,吉比特,中国大陆:98.72%;港澳台及海外:1.13%;其他业务(地区):0.15%
603456.SH,九洲药业,外销:65.85%;内销:26.3%;其他业务(地区):7.85%
603458.SH,勘设股份,贵州省内:82.68%;贵州省外:17%;其他业务(地区):0.32%
603466.SH,风语筑,华东:47.3%;西南:18.3%;华南:12.38%;华中:7.8%;华北:6.62%;西北:5.34%;东北:2.27%
603477.SH,巨星农牧,华东地区:50.84%;中南地区:33.94%;西南地区:8.08%;华北地区:5.53%;其他业务(地区):1.51%;境外:0.09%
603486.SH,科沃斯,境内:52.87%;境外:47.13%
603488.SH,展鹏科技,华东:48.68%;华南:36.46%;东北:4.92%;西南:4.76%;华中:2.88%;华北:2.07%;其他业务(地区):0.21%;西北:0.03%
603489.SH,八方股份,境外:54.89%;境内:45.08%;其他业务(地区):0.04%
603496.SH,恒为科技,国内:96.42%;海外:3.42%;其他业务(地区):0.16%
603499.SH,翔港科技,华东:62.59%;其他业务(地区):13.75%;华北:7.42%;海外:6.64%;华南:6.19%;西南:2.67%;华中:0.7%;西北:0.03%;东北:0.01%
603500.SH,祥和实业,国内:99.13%;其他业务(地区):0.5%;国外:0.36%
603501.SH,韦尔股份,国外:74.43%;国内:25.3%;其他业务(地区):0.28%
603505.SH,金石资源,境内:98.43%;其他业务(地区):0.86%;境外:0.72%
603506.SH,南都物业,杭州市:45.83%;江苏省:22.48%;浙江省(除杭州市):15.33%;上海市:6.29%;河南省:3.33%;陕西省:1.88%;其他业务(地区):1.15%;安徽省:0.98%;重庆市:0.74%;四川省:0.64%;山东省:0.39%;湖北省:0.31%;山西省:0.22%;湖南省:0.15%;江西省:0.14%;北京市:0.13%
603507.SH,振江股份,国外市场:68.2%;国内市场:29.71%;其他业务(地区):2.09%
603508.SH,思维列控,华北:54.69%;华东:13.29%;华中:8.28%;东北:7.23%;西北:6.38%;华南:5.07%;西南:3.12%;其他业务(地区):1.93%
603515.SH,欧普照明,国内:89.89%;海外:9.44%;其他业务(地区):0.68%
603516.SH,淳中科技,国内:96.84%;国外:3.16%
603517.SH,绝味食品,华东:24.73%;华中:24.44%;华南:19.94%;西南:13.89%;华北:11.7%;其他业务(地区):2.2%;西北:1.76%;港澳台及海外:1.34%
603518.SH,锦泓集团,华东:31.09%;线上:16.32%;西南:13.03%;华北:10.1%;东北:9.22%;华南:7.1%;华中:6.77%;西北:5.91%;其他业务(地区):0.38%;国外:0.07%
603519.SH,立霸股份,内销:71.74%;外销:28.26%
603520.SH,司太立,国内:60.49%;海外:37.7%;其他业务(地区):1.81%
603527.SH,众源新材,国内:91.83%;国外:8.14%;其他业务(地区):0.03%
603528.SH,多伦科技,NaN
603530.SH,神马电力,境内:64.63%;境外:34.39%;其他业务(地区):0.99%
603533.SH,掌阅科技,NaN
603535.SH,嘉诚国际,内地:99.88%;港澳台及海外:0.12%
603536.SH,惠发食品,华东:35.09%;华北:33.13%;华中:15.49%;西北:9.99%;东北:2.67%;西南:1.94%;其他业务(地区):1.18%;华南:0.52%
603538.SH,美诺华,国外:79.85%;内销:19.86%;其他业务(地区):0.29%
603551.SH,奥普家居,华东:52.44%;华中:10.41%;华南:10.4%;华北:10.32%;西南:9.63%;西北:2.42%;境外:1.8%;东北:1.68%;其他业务(地区):0.91%
603555.SH,*ST贵人,华东:39.72%;西南:14.96%;华北:14.8%;华中:10.61%;东北:7.65%;华南:7.15%;西北:2.87%;其他业务(地区):2.1%;港澳台及海外:0.15%
603556.SH,海兴电力,国外:67.91%;国内:31.6%;其他业务(地区):0.5%
603557.SH,起步股份,华东地区:51.46%;华中地区:14.59%;西南地区:10.39%;华南地区:8.76%;西北地区:6.09%;华北地区:5.85%;东北地区:2.01%;其他业务(地区):0.86%
603558.SH,健盛集团,境外:87.77%;国内销售:11.13%;其他业务(地区):1.1%
603559.SH,中通国脉,东北:60.82%;华东:24.02%;华北:5.38%;其他地区:5.03%;华南:4.39%;其他业务(地区):0.37%
603565.SH,中谷物流,华东地区:31.26%;华北地区:18.29%;东北地区:17.17%;华南地区:15.81%;华中地区:11.86%;西部地区:5.61%
603566.SH,普莱柯,华东地区:21.03%;中南地区:17.63%;山东省:15.95%;河南省:12.97%;华北地区:10.32%;东北地区:9.12%;西南地区:8.26%;西北地区:2.77%;其他业务(地区):1.61%;海外:0.34%
603567.SH,珍宝岛,华东地区:21.64%;东北地区:18.28%;华中地区:17.13%;西南地区:11.69%;其他业务(地区):10.71%;华南地区:7.6%;西北地区:7.08%;华北地区:5.87%
603568.SH,伟明环保,浙江省内:87.61%;浙江省外:11.71%;其他业务(地区):0.68%
603569.SH,长久物流,东北:30.46%;华北:25.56%;西南:12.06%;华南:11.42%;华东:7.46%;华中:5.61%;国际:4.69%;西北:2.69%;其他业务(地区):0.06%
603577.SH,汇金通,国内:89.95%;其他业务(地区):7.5%;国外:2.55%
603578.SH,三星新材,内销:98.21%;其他业务(地区):0.98%;外销:0.81%
603579.SH,荣泰健康,内销:53.01%;外销:46.23%;其他业务(地区):0.76%
603580.SH,艾艾精工,境外:59.41%;境内:40.59%
603583.SH,捷昌驱动,外销:72.67%;内销:27.2%;其他业务(地区):0.13%
603585.SH,苏利股份,国内:55.17%;港澳台及海外:42.56%;其他业务(地区):2.27%
603586.SH,金麒麟,出口销售:88.77%;国内销售:10.09%;其他业务(地区):1.13%
603587.SH,地素时尚,华东:42.02%;西南:17.7%;华中:12.28%;华北:9.67%;华南:9.67%;东北:4.17%;西北:3.41%;境外:0.88%;其他业务(地区):0.19%
603588.SH,高能环境,华东地区:32.47%;华中地区:24.7%;西北地区:14.31%;华北地区:10.05%;西南地区:9.72%;华南地区:6.75%;东北地区:1.81%;海外地区:0.21%
603589.SH,口子窖,安徽省内:82.08%;安徽省外:16.75%;其他业务(地区):1.17%
603590.SH,康辰药业,华东地区:37.12%;华北地区:18.25%;华中地区:12.85%;华南地区:9.97%;西南地区:9.2%;西北地区:7.17%;东北地区:5.44%
603595.SH,东尼电子,内销:93.72%;外销:6.12%;其他业务(地区):0.16%
603596.SH,伯特利,国内:79.51%;国外:15.48%;其他业务(地区):5.01%
603598.SH,引力传媒,华东:48.67%;华南:22.72%;华北:19.44%;华中:3.22%;西南:2.68%;东北:1.56%;西北:1.56%;港澳台及海外:0.14%
603599.SH,广信股份,境内:72.86%;境外地区:26.53%;其他业务(地区):0.61%
603600.SH,永艺股份,国外:76%;国内:23.43%;其他业务(地区):0.57%
603601.SH,再升科技,国内:71.52%;国外:26.83%;其他业务(地区):1.65%
603602.SH,纵横通信,浙江:35.72%;广东:24.17%;北京:20.29%;江西:7.07%;上海:6.4%;其他地区:6.02%;其他业务(地区):0.34%
603603.SH,博天环境,华中区域:34.76%;华东区域:16.66%;华北区域:15.53%;西北区域:15.05%;华南区域:13.32%;西南区域:4.54%;东北区域:0.12%
